"attrition_flag","gender","customer_age","income_category","card_category","credit_limit","total_revolving_bal","avg_utilization_ratio","avg_open_to_buy","months_inactive_12_mon"
"Attrited Customer","F",38,"$40K - $60K","Blue",1628,0,0,1628,2
"Existing Customer","F",45,"Less than $40K","Blue",1438.3,0,0,1438.3,4
"Attrited Customer","F",37,"Less than $40K","Blue",1586,0,0,1586,3
"Existing Customer","F",43,"$40K - $60K","Blue",2311,1320,0.571,991,3
"Existing Customer","F",48,"Less than $40K","Blue",2109,1205,0.571,904,3
"Existing Customer","F",51,"Less than $40K","Blue",1562,1057,0.677,505,4
"Attrited Customer","F",44,"Unknown","Blue",1438.3,0,0,1438.3,3
"Existing Customer","M",39,"$80K - $120K","Blue",2981,757,0.254,2224,2
"Existing Customer","M",47,"$80K - $120K","Blue",5295,723,0.137,4572,1
"Attrited Customer","F",51,"$40K - $60K","Blue",4708,920,0.195,3788,3
"Existing Customer","M",54,"$60K - $80K","Blue",2210,1002,0.453,1208,1
"Existing Customer","F",53,"$40K - $60K","Blue",1972,0,0,1972,3
"Existing Customer","M",48,"$60K - $80K","Blue",2384,1596,0.669,788,4
"Existing Customer","M",35,"Less than $40K","Blue",2311,1222,0.529,1089,3
"Existing Customer","F",46,"$40K - $60K","Blue",1912,1172,0.613,740,4
"Existing Customer","F",49,"$40K - $60K","Blue",2147,1402,0.653,745,1
"Attrited Customer","F",42,"Less than $40K","Blue",3214,0,0,3214,2
"Existing Customer","F",43,"Less than $40K","Blue",3006,879,0.292,2127,3
"Existing Customer","M",52,"$80K - $120K","Blue",2735,1942,0.71,793,1
"Existing Customer","M",50,"$120K +","Blue",3390,2385,0.704,1005,2
"Attrited Customer","M",54,"$80K - $120K","Silver",34516,214,0.006,34302,3
"Existing Customer","F",55,"Unknown","Blue",11249,2012,0.179,9237,3
"Existing Customer","F",52,"Less than $40K","Blue",2484,1495,0.602,989,3
"Existing Customer","F",40,"Less than $40K","Blue",2932,1664,0.568,1268,5
"Existing Customer","F",60,"Less than $40K","Blue",2882,2081,0.722,801,4
"Existing Customer","F",45,"Less than $40K","Blue",2658,694,0.261,1964,2
"Existing Customer","F",44,"Unknown","Blue",5589,1336,0.239,4253,3
"Existing Customer","F",44,"$40K - $60K","Blue",1484,885,0.596,599,4
"Existing Customer","F",57,"Unknown","Blue",1678,1162,0.692,516,1
"Attrited Customer","F",34,"Unknown","Blue",12373,0,0,12373,3
"Existing Customer","M",52,"Less than $40K","Blue",2846,1606,0.564,1240,3
"Attrited Customer","F",42,"$40K - $60K","Blue",1585,1381,0.871,204,3
"Existing Customer","F",42,"Less than $40K","Blue",2837,834,0.294,2003,3
"Existing Customer","F",51,"Less than $40K","Blue",2066,1077,0.521,989,1
"Existing Customer","M",47,"$60K - $80K","Blue",20789,0,0,20789,4
"Existing Customer","F",48,"Less than $40K","Blue",1449,0,0,1449,2
"Attrited Customer","F",39,"$40K - $60K","Blue",3911,0,0,3911,3
"Existing Customer","F",56,"Less than $40K","Blue",1737,0,0,1737,1
"Existing Customer","F",48,"Less than $40K","Blue",1815,557,0.307,1258,4
"Attrited Customer","F",46,"Unknown","Blue",4848,2517,0.519,2331,3
"Existing Customer","F",46,"Less than $40K","Blue",1592,925,0.581,667,3
"Existing Customer","F",40,"Less than $40K","Blue",1768,1242,0.702,526,2
"Existing Customer","F",44,"Unknown","Blue",8128,2344,0.288,5784,3
"Existing Customer","F",45,"Unknown","Blue",2557,1898,0.742,659,4
"Existing Customer","M",44,"$60K - $80K","Blue",2991,642,0.215,2349,4
"Attrited Customer","M",49,"$80K - $120K","Blue",34516,0,0,34516,4
"Existing Customer","M",45,"$80K - $120K","Blue",19099,2517,0.132,16582,2
"Existing Customer","F",44,"Unknown","Blue",4559,1680,0.369,2879,2
"Existing Customer","M",58,"$80K - $120K","Blue",22981,1696,0.074,21285,3
"Existing Customer","F",38,"$40K - $60K","Blue",2358,1965,0.833,393,2
"Existing Customer","M",48,"$80K - $120K","Blue",22067,685,0.031,21382,4
"Existing Customer","F",43,"Less than $40K","Blue",2023,1331,0.658,692,3
"Existing Customer","F",36,"Unknown","Blue",2222,0,0,2222,1
"Existing Customer","M",59,"$60K - $80K","Blue",1438.3,788,0.548,650.3,3
"Attrited Customer","M",40,"$80K - $120K","Blue",8958,0,0,8958,4
"Existing Customer","F",36,"Less than $40K","Blue",1937,733,0.378,1204,2
"Existing Customer","M",40,"$60K - $80K","Silver",25219,1503,0.06,23716,3
"Attrited Customer","M",36,"$80K - $120K","Blue",1815,0,0,1815,1
"Existing Customer","F",60,"$40K - $60K","Blue",3361,2473,0.736,888,2
"Existing Customer","M",47,"$40K - $60K","Blue",4786,1516,0.317,3270,2
"Existing Customer","F",37,"Unknown","Blue",1438.3,0,0,1438.3,3
"Existing Customer","F",51,"Less than $40K","Blue",1438.3,908,0.631,530.3,3
"Existing Customer","F",42,"Less than $40K","Blue",2725,2444,0.897,281,1
"Existing Customer","F",42,"Unknown","Blue",10039,1600,0.159,8439,3
"Existing Customer","F",45,"Unknown","Blue",2467,1446,0.586,1021,1
"Existing Customer","F",52,"Less than $40K","Blue",1438.3,0,0,1438.3,1
"Attrited Customer","F",57,"Less than $40K","Blue",1759,186,0.106,1573,4
"Existing Customer","M",46,"Less than $40K","Blue",2206,1722,0.781,484,2
"Attrited Customer","F",35,"$40K - $60K","Blue",2045,1707,0.835,338,4
"Existing Customer","F",54,"Less than $40K","Blue",4170,641,0.154,3529,2
"Existing Customer","F",47,"Less than $40K","Blue",3300,2517,0.763,783,4
"Existing Customer","F",26,"Less than $40K","Blue",5422,682,0.126,4740,3
"Existing Customer","F",56,"Unknown","Blue",2015,807,0.4,1208,2
"Existing Customer","M",47,"$60K - $80K","Blue",2048,1599,0.781,449,3
"Existing Customer","F",37,"Less than $40K","Blue",2152,1682,0.782,470,5
"Attrited Customer","F",44,"Less than $40K","Blue",3017,1868,0.619,1149,4
"Existing Customer","M",53,"$120K +","Silver",34516,1073,0.031,33443,4
"Attrited Customer","M",33,"$60K - $80K","Blue",1819,725,0.399,1094,3
"Existing Customer","F",46,"Less than $40K","Blue",2228,1449,0.65,779,1
"Attrited Customer","F",44,"Less than $40K","Blue",2279,1837,0.806,442,4
"Attrited Customer","F",48,"$40K - $60K","Blue",1438.3,0,0,1438.3,2
"Existing Customer","M",45,"$120K +","Blue",1686,0,0,1686,3
"Existing Customer","F",48,"Unknown","Blue",1942,1488,0.766,454,2
"Existing Customer","M",53,"$60K - $80K","Blue",3858,0,0,3858,1
"Existing Customer","M",44,"$60K - $80K","Blue",11651,1368,0.117,10283,3
"Existing Customer","M",43,"$40K - $60K","Blue",9449,1914,0.203,7535,4
"Attrited Customer","F",50,"Less than $40K","Blue",3423,0,0,3423,3
"Existing Customer","F",47,"Less than $40K","Blue",2915,2422,0.831,493,2
"Existing Customer","F",50,"Unknown","Blue",11486,0,0,11486,4
"Attrited Customer","F",40,"Less than $40K","Blue",2984,2517,0.843,467,2
"Attrited Customer","F",37,"Less than $40K","Blue",1653,0,0,1653,3
"Existing Customer","F",47,"Less than $40K","Blue",2723,1588,0.583,1135,2
"Existing Customer","F",40,"Less than $40K","Blue",1438.3,0,0,1438.3,2
"Attrited Customer","F",43,"Less than $40K","Blue",1818,0,0,1818,3
"Existing Customer","F",56,"$40K - $60K","Blue",4384,929,0.212,3455,2
"Existing Customer","F",43,"Less than $40K","Blue",1824,0,0,1824,3
"Existing Customer","F",50,"Less than $40K","Blue",5452,540,0.099,4912,1
"Attrited Customer","F",50,"Unknown","Blue",9248,0,0,9248,3
"Existing Customer","M",55,"$120K +","Blue",17627,1756,0.1,15871,2
"Existing Customer","F",27,"Less than $40K","Blue",1438.3,0,0,1438.3,1
"Attrited Customer","F",44,"Less than $40K","Blue",5357,2139,0.399,3218,3
"Existing Customer","F",49,"Unknown","Blue",2542,850,0.334,1692,2
"Existing Customer","F",51,"$40K - $60K","Blue",2275,1219,0.536,1056,1
"Attrited Customer","F",43,"Less than $40K","Blue",1706,0,0,1706,3
"Attrited Customer","F",54,"Less than $40K","Blue",3591,2517,0.701,1074,3
"Existing Customer","M",44,"$40K - $60K","Silver",19360,870,0.045,18490,1
"Existing Customer","F",56,"Less than $40K","Blue",1707,0,0,1707,3
"Existing Customer","M",53,"Less than $40K","Blue",3844,2079,0.541,1765,3
"Existing Customer","F",45,"$40K - $60K","Blue",2851,0,0,2851,4
"Attrited Customer","F",49,"Less than $40K","Blue",2951,2437,0.826,514,2
"Existing Customer","F",38,"Less than $40K","Blue",1438.3,0,0,1438.3,1
"Attrited Customer","M",54,"$120K +","Blue",9090,2517,0.277,6573,2
"Existing Customer","M",45,"$120K +","Blue",34516,797,0.023,33719,3
"Attrited Customer","M",53,"$80K - $120K","Blue",1837,875,0.476,962,3
"Existing Customer","F",48,"Unknown","Blue",2300,1906,0.829,394,3
"Existing Customer","F",36,"Less than $40K","Blue",2611,537,0.206,2074,1
"Existing Customer","M",40,"$80K - $120K","Blue",22863,927,0.041,21936,3
"Existing Customer","F",53,"$40K - $60K","Blue",2192,1146,0.523,1046,3
"Existing Customer","F",40,"Less than $40K","Blue",2917,1310,0.449,1607,6
"Existing Customer","F",41,"$40K - $60K","Blue",1438.3,913,0.635,525.3,3
"Attrited Customer","F",37,"Less than $40K","Blue",1784,577,0.323,1207,2
"Existing Customer","F",43,"Less than $40K","Blue",8919,2231,0.25,6688,4
"Existing Customer","F",52,"Less than $40K","Blue",2164,0,0,2164,3
"Existing Customer","F",48,"Unknown","Blue",2792,1375,0.492,1417,4
"Existing Customer","F",60,"Less than $40K","Blue",1634,1155,0.707,479,3
"Existing Customer","F",39,"Less than $40K","Blue",2144,1557,0.726,587,2
"Existing Customer","M",37,"$40K - $60K","Blue",3664,1449,0.395,2215,1
"Existing Customer","F",40,"Less than $40K","Blue",4788,1088,0.227,3700,3
"Existing Customer","F",34,"Less than $40K","Blue",2164,1176,0.543,988,3
"Existing Customer","F",48,"Less than $40K","Blue",1532,1183,0.772,349,4
"Attrited Customer","F",56,"Less than $40K","Blue",1883,400,0.212,1483,3
"Existing Customer","F",44,"$40K - $60K","Blue",3659,1356,0.371,2303,1
"Existing Customer","F",47,"Less than $40K","Blue",2946,2338,0.794,608,1
"Existing Customer","F",45,"Less than $40K","Blue",2697,2216,0.822,481,1
"Existing Customer","F",47,"Unknown","Blue",3811,1970,0.517,1841,1
"Existing Customer","F",35,"$40K - $60K","Blue",1613,1085,0.673,528,2
"Existing Customer","F",42,"Less than $40K","Blue",2043,0,0,2043,2
"Attrited Customer","M",47,"$40K - $60K","Blue",1684,644,0.382,1040,2
"Existing Customer","F",47,"Unknown","Blue",3127,2094,0.67,1033,1
"Existing Customer","M",47,"$40K - $60K","Blue",7106,736,0.104,6370,4
"Existing Customer","F",50,"$40K - $60K","Blue",2784,2458,0.883,326,3
"Existing Customer","F",51,"$40K - $60K","Blue",5536,0,0,5536,3
"Existing Customer","F",45,"Less than $40K","Blue",1717,1156,0.673,561,2
"Attrited Customer","F",47,"Less than $40K","Blue",1438.3,0,0,1438.3,3
"Attrited Customer","M",42,"$60K - $80K","Blue",1866,0,0,1866,2
"Existing Customer","M",52,"$80K - $120K","Blue",2516,1268,0.504,1248,4
"Attrited Customer","F",45,"$40K - $60K","Blue",3076,0,0,3076,3
"Existing Customer","M",48,"$40K - $60K","Blue",7514,0,0,7514,2
"Existing Customer","F",52,"$40K - $60K","Blue",2804,1782,0.636,1022,4
"Attrited Customer","F",58,"Less than $40K","Blue",1817,0,0,1817,1
"Existing Customer","F",43,"Less than $40K","Blue",2590,0,0,2590,3
"Existing Customer","F",39,"$40K - $60K","Blue",4938,1593,0.323,3345,3
"Existing Customer","M",53,"$60K - $80K","Blue",19940,2018,0.101,17922,1
"Existing Customer","F",52,"Unknown","Blue",12366,0,0,12366,4
"Existing Customer","M",40,"$40K - $60K","Blue",2583,2235,0.865,348,3
"Existing Customer","F",62,"Less than $40K","Blue",2616,801,0.306,1815,2
"Existing Customer","F",52,"$40K - $60K","Blue",6053,577,0.095,5476,3
"Attrited Customer","F",59,"Less than $40K","Blue",1708,0,0,1708,3
"Existing Customer","F",49,"Less than $40K","Blue",2393,1667,0.697,726,2
"Existing Customer","F",53,"Less than $40K","Blue",3424,1333,0.389,2091,4
"Existing Customer","F",48,"Less than $40K","Blue",2640,2133,0.808,507,3
"Existing Customer","F",59,"$40K - $60K","Blue",1931,1409,0.73,522,2
"Existing Customer","M",50,"$120K +","Blue",2123,995,0.469,1128,4
"Attrited Customer","F",54,"$40K - $60K","Blue",1606,0,0,1606,4
"Existing Customer","M",41,"$60K - $80K","Blue",5633,1395,0.248,4238,2
"Existing Customer","F",57,"Less than $40K","Blue",1438.3,740,0.514,698.3,2
"Existing Customer","F",50,"Less than $40K","Blue",2590,2087,0.806,503,2
"Existing Customer","M",43,"$60K - $80K","Blue",4556,0,0,4556,1
"Existing Customer","F",47,"Unknown","Blue",1537,0,0,1537,4
"Existing Customer","M",55,"$60K - $80K","Blue",1602,962,0.6,640,2
"Existing Customer","F",50,"Less than $40K","Blue",2080,1799,0.865,281,2
"Existing Customer","F",46,"Unknown","Blue",7565,887,0.117,6678,3
"Existing Customer","M",47,"$60K - $80K","Blue",4786,1553,0.324,3233,2
"Existing Customer","F",53,"Less than $40K","Blue",2375,1353,0.57,1022,2
"Existing Customer","F",48,"Unknown","Blue",8446,908,0.108,7538,2
"Existing Customer","F",60,"Less than $40K","Blue",1977,545,0.276,1432,4
"Existing Customer","M",42,"$80K - $120K","Blue",13908,0,0,13908,2
"Existing Customer","F",52,"$40K - $60K","Silver",19220,0,0,19220,3
"Existing Customer","F",44,"Less than $40K","Blue",2709,1726,0.637,983,3
"Existing Customer","M",38,"$60K - $80K","Blue",1503,879,0.585,624,4
"Existing Customer","M",51,"$80K - $120K","Blue",9186,0,0,9186,2
"Existing Customer","F",50,"Less than $40K","Blue",2165,1392,0.643,773,2
"Existing Customer","F",41,"Unknown","Blue",1438.3,0,0,1438.3,2
"Existing Customer","F",61,"Unknown","Blue",6673,2458,0.368,4215,4
"Existing Customer","F",53,"Less than $40K","Blue",2404,1109,0.461,1295,1
"Attrited Customer","F",47,"Less than $40K","Blue",1666,0,0,1666,3
"Existing Customer","M",41,"$60K - $80K","Blue",8228,1935,0.235,6293,1
"Existing Customer","F",54,"Less than $40K","Blue",3186,968,0.304,2218,1
"Existing Customer","F",53,"Less than $40K","Blue",2596,868,0.334,1728,2
"Attrited Customer","F",43,"Less than $40K","Blue",1662,613,0.369,1049,2
"Attrited Customer","F",42,"Less than $40K","Blue",2053,0,0,2053,2
"Existing Customer","F",32,"Unknown","Blue",3193,1533,0.48,1660,2
"Existing Customer","F",45,"Less than $40K","Blue",1927,1337,0.694,590,1
"Attrited Customer","F",39,"$40K - $60K","Blue",2821,725,0.257,2096,3
"Existing Customer","M",48,"$60K - $80K","Blue",3879,1214,0.313,2665,4
"Existing Customer","F",56,"Less than $40K","Blue",1971,922,0.468,1049,2
"Existing Customer","F",48,"Unknown","Blue",1755,1058,0.603,697,1
"Attrited Customer","F",42,"Less than $40K","Blue",2031,1720,0.847,311,3
"Existing Customer","F",46,"Less than $40K","Blue",2330,1584,0.68,746,2
"Existing Customer","F",46,"Less than $40K","Blue",1438.3,0,0,1438.3,4
"Attrited Customer","M",59,"Less than $40K","Blue",1438.3,0,0,1438.3,5
"Existing Customer","M",60,"$120K +","Blue",5130,2048,0.399,3082,3
"Existing Customer","F",54,"Unknown","Blue",11794,1018,0.086,10776,1
"Attrited Customer","M",50,"$60K - $80K","Blue",7603,744,0.098,6859,3
"Attrited Customer","F",41,"$40K - $60K","Blue",3606,0,0,3606,3
"Existing Customer","F",49,"Less than $40K","Blue",5153,1378,0.267,3775,2
"Existing Customer","F",47,"Less than $40K","Blue",2500,1169,0.468,1331,2
"Existing Customer","M",42,"$40K - $60K","Blue",2654,1489,0.561,1165,3
"Attrited Customer","F",35,"Less than $40K","Blue",3611,2517,0.697,1094,3
"Existing Customer","F",47,"Unknown","Blue",1882,1143,0.607,739,2
"Existing Customer","M",47,"$80K - $120K","Blue",7421,0,0,7421,1
"Existing Customer","F",44,"Less than $40K","Blue",4606,1556,0.338,3050,2
"Existing Customer","F",32,"Unknown","Blue",12268,1165,0.095,11103,3
"Existing Customer","M",50,"$80K - $120K","Blue",9873,1276,0.129,8597,1
"Existing Customer","F",46,"Less than $40K","Blue",1555,1366,0.878,189,1
"Attrited Customer","F",52,"Less than $40K","Blue",2160,0,0,2160,3
"Existing Customer","M",38,"$60K - $80K","Blue",3809,1521,0.399,2288,2
"Existing Customer","F",44,"Less than $40K","Blue",5362,1984,0.37,3378,3
"Existing Customer","F",43,"Less than $40K","Blue",1834,1416,0.772,418,4
"Existing Customer","F",52,"Less than $40K","Blue",2577,879,0.341,1698,4
"Existing Customer","M",47,"$60K - $80K","Blue",2721,1264,0.465,1457,3
"Existing Customer","F",50,"Less than $40K","Blue",2925,2065,0.706,860,2
"Attrited Customer","F",44,"Less than $40K","Blue",1545,0,0,1545,3
"Attrited Customer","F",49,"Less than $40K","Blue",2212,0,0,2212,3
"Existing Customer","M",46,"$120K +","Blue",13001,1482,0.114,11519,1
"Attrited Customer","F",36,"Less than $40K","Blue",2784,2378,0.854,406,3
"Attrited Customer","M",50,"$60K - $80K","Blue",2317,0,0,2317,3
"Existing Customer","F",41,"Less than $40K","Blue",1867,970,0.52,897,2
"Attrited Customer","F",50,"Less than $40K","Blue",2595,2353,0.907,242,3
"Existing Customer","F",46,"Less than $40K","Blue",1438.3,0,0,1438.3,3
"Existing Customer","F",46,"Less than $40K","Blue",1696,1177,0.694,519,1
"Attrited Customer","F",46,"Unknown","Blue",2694,1576,0.585,1118,3
"Attrited Customer","F",51,"Less than $40K","Blue",2791,940,0.337,1851,3
"Existing Customer","F",51,"$40K - $60K","Blue",2146,967,0.451,1179,3
"Attrited Customer","M",61,"$80K - $120K","Blue",1438.3,0,0,1438.3,3
"Existing Customer","F",38,"Unknown","Blue",1438.3,730,0.508,708.3,1
"Existing Customer","F",44,"$40K - $60K","Blue",4269,1852,0.434,2417,2
"Existing Customer","F",45,"$40K - $60K","Blue",4195,2440,0.582,1755,6
"Existing Customer","F",48,"Less than $40K","Blue",1832,748,0.408,1084,2
"Existing Customer","F",37,"Less than $40K","Blue",2588,1782,0.689,806,2
"Existing Customer","F",63,"Less than $40K","Blue",4847,1856,0.383,2991,1
"Existing Customer","F",46,"$40K - $60K","Blue",2423,429,0.177,1994,1
"Existing Customer","F",50,"$40K - $60K","Blue",7507,1697,0.226,5810,2
"Existing Customer","M",51,"$120K +","Blue",5232,1923,0.368,3309,2
"Existing Customer","F",43,"Unknown","Blue",1438.3,491,0.341,947.3,1
"Existing Customer","F",47,"Unknown","Blue",1828,1517,0.83,311,2
"Existing Customer","F",49,"Unknown","Blue",2557,2351,0.919,206,3
"Existing Customer","F",42,"Less than $40K","Blue",2283,1690,0.74,593,3
"Existing Customer","F",35,"Less than $40K","Blue",2684,1658,0.618,1026,2
"Existing Customer","F",38,"Unknown","Blue",7234,0,0,7234,1
"Existing Customer","F",37,"$40K - $60K","Blue",1438.3,743,0.517,695.3,2
"Existing Customer","F",42,"Less than $40K","Blue",2730,1303,0.477,1427,2
"Existing Customer","F",50,"Unknown","Blue",2808,1720,0.613,1088,2
"Existing Customer","F",42,"Less than $40K","Blue",6275,0,0,6275,1
"Existing Customer","F",43,"$40K - $60K","Blue",1438.3,0,0,1438.3,1
"Attrited Customer","M",44,"$80K - $120K","Blue",10834,0,0,10834,2
"Existing Customer","F",44,"Less than $40K","Blue",1522,0,0,1522,1
"Existing Customer","F",48,"Unknown","Blue",2845,919,0.323,1926,1
"Existing Customer","F",41,"$40K - $60K","Blue",2329,1271,0.546,1058,2
"Existing Customer","F",47,"$40K - $60K","Blue",2099,1164,0.555,935,1
"Existing Customer","F",42,"Unknown","Blue",5099,958,0.188,4141,1
"Existing Customer","F",54,"Unknown","Blue",3805,821,0.216,2984,2
"Existing Customer","F",47,"Unknown","Blue",11438,0,0,11438,2
"Existing Customer","F",43,"$40K - $60K","Blue",2434,1169,0.48,1265,3
"Existing Customer","F",44,"Unknown","Blue",4703,1555,0.331,3148,2
"Existing Customer","F",44,"Unknown","Blue",5254,2507,0.477,2747,3
"Existing Customer","F",45,"Less than $40K","Blue",1438.3,491,0.341,947.3,2
"Existing Customer","F",40,"Less than $40K","Blue",2206,1110,0.503,1096,3
"Existing Customer","F",50,"$40K - $60K","Blue",3600,1904,0.529,1696,2
"Existing Customer","M",46,"$60K - $80K","Blue",7116,693,0.097,6423,3
"Existing Customer","F",37,"Less than $40K","Blue",1788,0,0,1788,2
"Existing Customer","F",60,"Unknown","Blue",7508,2148,0.286,5360,1
"Attrited Customer","F",39,"$40K - $60K","Blue",3333,1867,0.56,1466,3
"Existing Customer","F",50,"Unknown","Blue",13745,0,0,13745,1
"Attrited Customer","F",34,"Less than $40K","Blue",5021,2517,0.501,2504,2
"Existing Customer","M",43,"$40K - $60K","Blue",4396,0,0,4396,2
"Existing Customer","F",40,"Less than $40K","Blue",2558,0,0,2558,2
"Existing Customer","F",30,"Unknown","Blue",9641,0,0,9641,2
"Existing Customer","F",38,"Unknown","Blue",12621,912,0.072,11709,3
"Attrited Customer","M",40,"$40K - $60K","Blue",2313,0,0,2313,3
"Existing Customer","F",53,"Less than $40K","Blue",1438.3,1183,0.822,255.3,1
"Existing Customer","F",44,"Less than $40K","Blue",1791,1314,0.734,477,3
"Existing Customer","F",52,"Less than $40K","Blue",2300,1598,0.695,702,3
"Existing Customer","F",42,"Less than $40K","Blue",2526,2048,0.811,478,2
"Attrited Customer","F",42,"$40K - $60K","Blue",2918,0,0,2918,3
"Existing Customer","F",53,"Unknown","Blue",6074,0,0,6074,2
"Existing Customer","M",45,"$60K - $80K","Blue",4995,1766,0.354,3229,1
"Existing Customer","M",34,"$40K - $60K","Blue",3323,1062,0.32,2261,2
"Existing Customer","F",56,"Less than $40K","Blue",2464,1794,0.728,670,1
"Existing Customer","F",34,"Less than $40K","Blue",2730,0,0,2730,1
"Existing Customer","F",35,"Unknown","Blue",1438.3,966,0.672,472.3,3
"Attrited Customer","M",43,"$80K - $120K","Blue",4617,1035,0.224,3582,4
"Existing Customer","M",50,"$120K +","Blue",8220,1015,0.123,7205,2
"Existing Customer","F",40,"Less than $40K","Blue",5716,623,0.109,5093,3
"Existing Customer","F",49,"Less than $40K","Blue",1635,1220,0.746,415,3
"Existing Customer","F",52,"$40K - $60K","Blue",4259,0,0,4259,2
"Attrited Customer","M",40,"$60K - $80K","Blue",5869,0,0,5869,3
"Attrited Customer","F",56,"Less than $40K","Blue",2272,1350,0.594,922,3
"Existing Customer","F",49,"Less than $40K","Blue",2598,1848,0.711,750,2
"Existing Customer","M",50,"$60K - $80K","Blue",10762,703,0.065,10059,1
"Existing Customer","M",39,"$60K - $80K","Blue",1982,1751,0.883,231,3
"Existing Customer","F",33,"Unknown","Blue",4651,2499,0.537,2152,3
"Attrited Customer","F",52,"Less than $40K","Blue",2437,0,0,2437,3
"Existing Customer","F",42,"Less than $40K","Blue",2563,1579,0.616,984,2
"Attrited Customer","M",49,"$80K - $120K","Blue",4576,193,0.042,4383,2
"Existing Customer","F",44,"$40K - $60K","Blue",2245,1342,0.598,903,3
"Attrited Customer","F",39,"$40K - $60K","Blue",1776,0,0,1776,2
"Existing Customer","F",45,"Less than $40K","Blue",2911,1471,0.505,1440,2
"Existing Customer","M",47,"$60K - $80K","Blue",2257,896,0.397,1361,2
"Existing Customer","M",62,"Unknown","Blue",18457,2248,0.122,16209,1
"Attrited Customer","M",46,"$60K - $80K","Blue",1681,0,0,1681,2
"Existing Customer","F",52,"Unknown","Blue",1461,0,0,1461,1
"Attrited Customer","F",48,"Less than $40K","Blue",2363,978,0.414,1385,2
"Existing Customer","F",49,"Less than $40K","Blue",1438.3,863,0.6,575.3,3
"Existing Customer","F",42,"Unknown","Blue",1840,1267,0.689,573,2
"Existing Customer","F",49,"$40K - $60K","Blue",7382,1326,0.18,6056,2
"Existing Customer","M",51,"$80K - $120K","Blue",3861,622,0.161,3239,3
"Existing Customer","F",53,"Less than $40K","Blue",1562,751,0.481,811,1
"Existing Customer","F",49,"$40K - $60K","Blue",3088,1477,0.478,1611,1
"Existing Customer","F",55,"Less than $40K","Blue",1438.3,0,0,1438.3,2
"Existing Customer","F",46,"$40K - $60K","Blue",2168,1704,0.786,464,3
"Existing Customer","F",34,"$40K - $60K","Blue",2432,851,0.35,1581,1
"Existing Customer","M",44,"$40K - $60K","Blue",2197,0,0,2197,1
"Existing Customer","M",39,"$80K - $120K","Blue",10009,1604,0.16,8405,3
"Existing Customer","F",47,"$40K - $60K","Blue",3979,1319,0.331,2660,1
"Existing Customer","F",49,"Less than $40K","Blue",2189,1860,0.85,329,1
"Existing Customer","F",46,"Unknown","Blue",8243,927,0.112,7316,2
"Existing Customer","M",42,"$80K - $120K","Blue",11946,1172,0.098,10774,2
"Existing Customer","F",31,"Less than $40K","Blue",2239,1256,0.561,983,2
"Existing Customer","F",48,"Unknown","Blue",4025,0,0,4025,1
"Existing Customer","F",52,"Less than $40K","Blue",1663,0,0,1663,1
"Existing Customer","F",39,"$40K - $60K","Blue",3649,929,0.255,2720,1
"Existing Customer","F",43,"Less than $40K","Blue",1438.3,0,0,1438.3,3
"Existing Customer","F",57,"Less than $40K","Blue",2894,0,0,2894,1
"Existing Customer","M",46,"$60K - $80K","Blue",1621,787,0.486,834,2
"Existing Customer","F",45,"Less than $40K","Blue",2740,1786,0.652,954,3
"Existing Customer","F",45,"$40K - $60K","Blue",5562,1556,0.28,4006,2
"Attrited Customer","F",41,"Unknown","Blue",13733,0,0,13733,3
"Existing Customer","F",46,"Less than $40K","Blue",2374,1332,0.561,1042,2
"Existing Customer","F",51,"Less than $40K","Blue",2267,1357,0.599,910,2
"Existing Customer","F",48,"Unknown","Blue",6130,1741,0.284,4389,1
"Attrited Customer","M",37,"$120K +","Blue",7361,0,0,7361,2
"Attrited Customer","F",41,"Less than $40K","Blue",1569,257,0.164,1312,3
"Existing Customer","M",47,"$80K - $120K","Blue",1626,1013,0.623,613,1
"Existing Customer","F",35,"Less than $40K","Blue",2158,1299,0.602,859,1
"Existing Customer","M",43,"$60K - $80K","Blue",2283,1470,0.644,813,3
"Existing Customer","F",57,"$40K - $60K","Blue",2542,1884,0.741,658,1
"Existing Customer","F",30,"Less than $40K","Blue",1438.3,0,0,1438.3,2
"Existing Customer","M",47,"$40K - $60K","Blue",2335,1373,0.588,962,3
"Existing Customer","M",34,"$60K - $80K","Blue",2033,1832,0.901,201,1
"Existing Customer","F",41,"Unknown","Blue",4739,1878,0.396,2861,6
"Existing Customer","M",36,"$80K - $120K","Blue",5821,764,0.131,5057,2
"Existing Customer","F",47,"Less than $40K","Blue",2182,1566,0.718,616,3
"Existing Customer","F",53,"Less than $40K","Blue",3319,913,0.275,2406,4
"Existing Customer","F",52,"Less than $40K","Blue",3021,1530,0.506,1491,3
"Existing Customer","M",49,"$80K - $120K","Blue",29219,0,0,29219,2
"Existing Customer","F",52,"Less than $40K","Blue",1438.3,869,0.604,569.3,2
"Attrited Customer","F",48,"Unknown","Blue",4431,2517,0.568,1914,3
"Existing Customer","F",46,"Unknown","Blue",3131,0,0,3131,5
"Existing Customer","F",26,"Less than $40K","Blue",1486,0,0,1486,1
"Existing Customer","F",40,"Unknown","Blue",6384,2034,0.319,4350,3
"Existing Customer","F",39,"Less than $40K","Blue",2077,0,0,2077,3
"Existing Customer","F",40,"$40K - $60K","Blue",1956,958,0.49,998,1
"Attrited Customer","M",51,"$80K - $120K","Blue",24462,946,0.039,23516,3
