uid,city,description,homeType,latitude,longitude,garageSpaces,hasSpa,yearBuilt,numOfPatioAndPorchFeatures,lotSizeSqFt,avgSchoolRating,MedianStudentsPerTeacher,numOfBathrooms,numOfBedrooms,priceRange
10746,austin,"2021 Cleese Dr #188C, Austin, TX 78741 is a condo home that contains 1,404 sq ft and was built in 2016. It contains 2 bedrooms and 3 bathrooms. 
 
",Condo,30.2255859375,-97.73897552490234,0,False,2016,1,1185.0,4.0,14,3.0,2,350000-450000
8015,austin,"2300 Doris Dr #B, Austin, TX 78757 is a condo home that contains 1,792 sq ft and was built in 2011. It contains 3 bedrooms and 3 bathrooms. 
 
",Condo,30.36432838439941,-97.7275848388672,2,False,2011,0,4399.0,4.0,14,3.0,3,250000-350000
4279,austin,"788 Catalina Ln, Austin, TX 78737 is a single family home that contains 3,189 sq ft and was built in 2016. It contains 5 bedrooms and 4 bathrooms. 
 
",Single Family,30.18119812011719,-97.98017120361328,0,False,2016,0,8276.0,6.0,16,4.0,5,450000-650000
4184,austin,"2-story home located in highly sought after neighborhood of Woodbridge. Features 4 beds, 2 baths with spacious great room with vaulted/beamed ceiling, built-ins & stone fireplace. Kitchen offers eat-in area, stainless steel appliances & abundant cabinetry. Large master with loads of natural light & updated bathroom with subway tile. Enjoy entertaining in the spacious screened-in porch or out in the beautiful backyard on the new cedar deck under mature shade trees. Minutes to downtown, shopping & dining.",Single Family,30.34734344482422,-97.69022369384766,0,False,1977,4,8668.0,4.0,14,3.0,4,350000-450000
1922,austin,"Beautifully-maintained 3 bed, 2 bath brick home in Harris Branch. Open concept, single-story floor plan with wood floors throughout the main living areas and kitchen. Architectural details include built-in recessed shelving and decorative wall niches in the main living area. The well-appointed kitchen provides ample cabinet storage, a full pantry, recessed lighting, and a bright breakfast area. Private owner's retreat with a dual sink vanity, garden tub, and separate shower in the master bathroom. Large .20 acre lot with mature front yard landscaping. The oversized backyard features an open patio and stone fire pit for entertaining, and sprawling greenbelt views with access to paved walking trails.",Single Family,30.3487548828125,-97.60875701904295,0,False,1999,1,9104.0,5.0,11,2.0,3,0-250000
4210,austin,Great location in Up & Coming location ~ Take advantage of a rare single family home under $200k in East Austin ~     Once the $743 Million Dollar Hwy 183 Project is complete prices will soar in this are (it is scheduled to be completed in Phases...Phase 1 (near this property) - 2019 and Phase 2 - 2020 ~ Popular Mother in Law plan ~ Kitchen is open to living room ~ No carpet! ~ Vinyl plank floors (Weathered Barn Wood) installed approximately 1 year ago ~ Great investment!,Single Family,30.30467987060547,-97.64041137695312,2,False,2001,0,6926.0,3.333333333333333,14,2.0,3,0-250000
1367,austin,"This beautifully hard to find 1.5 story home is perfectly situated on a culdesac leading to private street in back of desirable Bella Mar of Steiner Ranch. Tucked away among the lush scenery of Hill Country, this home allows for maximal views and use of space with all its living downstairs except the large game room and balcony upstairs. Admire sweeping views of the majestic trees and rolling hills as you lounge on your covered patio or while you entertain guests in the open concept floorplan. Meal preparation is a dream in this gourmet kitchen, which features stainless steel appliances, 5-burner gas cooktop, and premium built-in cabinets. Other notables contributing to the charm of this home include gorgeous hardwood and tiles on entire main level, plantation shutters, crown molding.",Single Family,30.339488983154297,-97.91324615478516,0,False,2012,0,13939.2,8.333333333333334,17,4.0,4,650000+
14849,austin,"6307 Treadwell Blvd, Austin, TX 78757 is a single family home that contains 2,320 sq ft and was built in 1961. It contains 4 bedrooms and 2 bathrooms. 
 
",Single Family,30.34303474426269,-97.74798583984376,2,False,1961,0,11325.6,6.666666666666668,16,2.0,4,450000-650000
11630,austin,"Beautifully Updated Single Story in the Coveted Royal Oak Estates Community! Open concept main living w/great natural light features hardwood flooring, built-in shelving & floor to ceiling brick fireplace. Incredibly spacious backyard w/xeriscape landscaping, mature shade trees & patio. Ideal for entertaining friends & family! Great location convenient to Downtown Austin. Just 5 minutes from numerous shops, restaurants & entertainment spots at Mueller; including Alamo Drafthouse, The Thinkery, HEB & more!",Single Family,30.307113647460927,-97.6861801147461,1,False,1964,0,8102.0,5.0,15,2.0,3,350000-450000
12342,austin,"Well cared for home for over 20 years! This home has many custom features: kitchen cabinets, screened in porch, dog run, limestone patio, and laundry room shelving. Both bathrooms have custom tiling. Kitchen boasts granite counters, beautiful backsplash, and stainless steel stove. The backyard is perfect for outdoor aficionados with a custom screened in porch, fitted with a separate section for dogs! Garden beds prepped for your garden.",Single Family,30.17922782897949,-97.80638122558594,0,False,1984,0,6011.0,3.333333333333333,14,2.0,3,250000-350000
1439,austin,"Beautifully Maintained and Gently Lived In Elegant House Ready For Your Personal Touch Offering Light, Bright & Open Living/Dining, Crisp & Clean Kitchen Overlooking Family Room Featuring Built In Shelving, Upper Level Living Area, Walk-In Attic Space, Fantastic Closet Storage, Lovely Large Backyard Deck, Situated On A Corner Lot Surrounded By Mature Trees!  Located In A Fine Neighborhood Offering Fabulous Views, Club House, Pool, Tennis Courts, Private Golf Club, Lake Privileges, And Community Events!Restrictions: Yes  Sprinkler Sys:Yes",Single Family,30.376251220703125,-97.84552764892578,2,True,1996,3,7927.0,7.0,16,3.0,3,450000-650000
14951,austin,"Beautifully updated Crestview home with wood floors, granite countertops and a wonderful master suite.  Must-see 3/2 in the heart of Austin.   The master bath has an oversized walk-in closet, double vanity, jetted tub, and walk-in shower.  Gas range, stainless steel appliances and granite counters in the kitchen.  Big dining area and a huge living room with a fireplace.  Tons of storage too.  Outside boasts a massive deck made for entertaining, great trees/lawn, as well as a peaceful pergola.  Quiet street is within walking distance to parks, bike paths, restaurants and a local grocery store.  Fantastic opportunity in a wonderful neighborhood.",Single Family,30.34362030029297,-97.72683715820312,2,True,1950,2,6621.0,7.0,16,2.0,3,450000-650000
11385,austin,"Located in one of Austin's hottest neighborhoods, this two story   4 bedroom , 3 bath, with an office , mid modern century home will enchant your eyes. A high end remodel with nothing left untouched, every detail was carefully selected to astound. Beautiful  wood flooring and plenty of natural light flow throughout the home's open, airy layout . Adorned with quartz countertops, stainless steel appliances, custom cabinetry with  and large island the stylish kitchen is great for entertaining.  Enjoy the second living room with it's own fireplace . Tucked in the private backyard with its private trail to the creek. Take pleasure in the popular restaurants , shopping, and activities that Muller has to offer just 5 minutes away or head to Austin's downtown attractions 5 miles down the road. Come see this spectacular home in person!",Single Family,30.31103324890137,-97.66908264160156,4,True,1966,0,19602.0,3.333333333333333,13,3.0,4,450000-650000
12076,austin,"Lovely, updated 4 bedroom home on wooded estate lot in desirable Shady Hollow area. Wonderful opportunity to enjoy this fabulous location with .5+ acre private lot across from 300+ acre City of Austin greenbelt. Huge covered patio. No neighbors behind & plenty of room for pool! Beautiful interior w/ spacious master bedroom down. Big game room w/balcony upstairs + 3 additional large bedrooms & 2 full baths. Lots of storage space. Great amenities & schools incl. highly rated Baranoff Elementary & Bowie HS.",Single Family,30.15938377380371,-97.8464813232422,2,False,2008,3,24829.2,7.333333333333332,17,4.0,4,450000-650000
8422,austin,"Beautiful home with many updates including wood flooring, bathroom cabinets and faucets, ceiling fans, carpet and light fixtures.  Kitchen has all new cabinets and beautiful butcher block counter tops and tile backsplash. New stainless steel sink and faucets, convection oven and 5 burner gas stove.  The backyard has a beautiful in ground pool, landscaping and raised beds for gardens. Close to shopping, schools, I-35, Mopac and 45.",Single Family,30.46015548706055,-97.77316284179688,2,False,1985,1,8842.0,5.333333333333333,12,3.0,4,250000-350000
5232,austin,"742 Shade Tree Dr, Austin, TX 78748 is a single family home that contains 1,430 sq ft and was built in 1989. It contains 3 bedrooms and 2 bathrooms. 
 
",Single Family,30.160289764404297,-97.81556701660156,0,False,1989,0,7971.0,3.333333333333333,14,2.0,3,250000-350000
5364,austin,"6200 Aviara Dr, Austin, TX 78735 is a single family home that contains 2,276 sq ft and was built in 2011. It contains 3 bedrooms and 3 bathrooms. 
 
",Single Family,30.244230270385746,-97.87405395507812,2,False,2011,1,12632.4,6.0,17,3.0,3,0-250000
10239,austin,Fantastic contemporary recent build with no neighbor behind in the exciting pocket neighborhood of the Knollwood on the Colorado.  This home boasts an open living with lovely modern finishes and designer tile backsplash. Two spacious living areas and a back patio (covered and uncovered) that's the perfect spot to host gatherings of friends.  Just moments from the Lower Colorado!  Perfect unfettered access to downtown.   Hurry!,Single Family,30.257686614990234,-97.67107391357422,2,False,2016,2,5837.0,3.0,11,3.0,3,450000-650000
8791,austin,"MAKING A DECISION BY 6-28 @ 6PM. PLEASE SUBMIT ALL OFFERS. Spacious 1 story beautifully renovated home in Milwood with a brand new roof. Large living room with vaulted ceiling, master bedroom with his & hers closets, kitchen with a breakfast area. Low maintenance Zoysia grass & several mature trees. Security upgrades - Ring doorbell, wireless thermostat & porch lights.",Single Family,30.423742294311523,-97.7222671508789,2,False,1984,3,9408.0,6.666666666666668,15,2.0,4,450000-650000
8235,austin,"Great house in popular Davis Spring neighborhood. Sits in a cul-de-sac with swing in 3 car garage. Open, bright, and flowing floor plan. Tile and wood floors through out. Vaulted ceilings. Large dinning room with wood floors. Flex room at the back of the entry hall can be used as sitting are, pool table room, etc... Good size kitchen recently updated with granite counters and appliances put in 2015. Big master with updated master bath. Fantastic backyard. This is a must see.",Single Family,30.48986053466797,-97.77125549316406,3,False,1994,2,13068.0,8.0,16,3.0,3,450000-650000
2803,austin,"This charming Balcones Woods home is a blank slate & has been lovingly maintained by the current owners for the last 34 years. The home's offerings include: two large rooms in the front - perfect for formal living & dining or an office & playroom, soaring ceilings in the living, a spacious indoor laundry room (rare for Balcones Woods), & beautiful trees. This home is located just across the street from the Balcones Woods Pool & Club House - the heart of the neighborhood.",Single Family,30.40299415588379,-97.73479461669922,4,False,1975,0,9626.0,6.666666666666668,15,2.0,3,450000-650000
2034,austin,"4415 Quicksilver Blvd, Austin, TX 78744 is a single family home that contains 1,545 sq ft and was built in 1996. It contains 3 bedrooms and 3 bathrooms. 
 
",Single Family,30.17372894287109,-97.76213836669922,0,False,1996,0,6621.0,4.0,14,3.0,3,250000-350000
10144,austin,"New construction in hot east Austin, 2 blocks to bars/restaurants! Cool & modern 2 BD/2 BA, large master suite only on 2nd floor w/ vaulted beamed ceiling, huge walk-in closet, amazing master bath and private balcony! Open floor plan. Kitchen has quartz counters, stainless appliances and great work space for the chef! Guest bedroom & ensuite full bath on 1st floor. Concrete & bamboo flooring. Carport, energy efficient, private fenced yard! 1 of 2 freestanding condo homes. Stellar location, 5 min from DT!",Single Family,30.263214111328125,-97.71117401123048,1,False,2017,0,7405.0,3.333333333333333,11,2.0,2,350000-450000
1635,austin,"This beautiful, bright, & airy, 4-bedroom, 3.5 bath home in Circle C Avana is move-in ready. The open floor plan is a great gathering place for family & friends. Kitchen has a large center island, granite counter tops, crisp white cabinets, & stainless-steel appliances. Work from home in the dedicated study. The game room for the kids is upstairs while your private retreat is tucked away downstairs with a his and her closet. Walk to schools, the pool, & miles of protected running and bike trails.",Single Family,30.174394607543945,-97.9129638671875,2,False,2015,0,6098.0,9.0,18,4.0,4,450000-650000
3969,austin,Two story with a study,Townhouse,30.46746635437012,-97.68257904052734,0,False,2015,1,4403.0,5.666666666666668,15,3.0,3,250000-350000
2623,austin,"1600 Saracen Rd, Austin, TX 78733 is a single family home that contains 1,977 sq ft and was built in 2018. It contains 3 bedrooms and 4 bathrooms. 
 
",Single Family,30.339319229125977,-97.86428833007812,3,False,2018,0,13068.0,8.0,14,4.0,3,450000-650000
3332,austin,"MUST SEE, TOTAL RE-DO.  Major employers, IH35, Lamar! New everything: roof, AC, heat, electrical, kitchen, paint, windows, master bed w/ FP, his/her walk in closets. Den/Media or 5th Bdr? Engineered hardwoods. Huge pantry, FP in living. Bright kitchen with quartz counter, dining plus eat-in. Huge backyard & giant covered front porch to enjoy all year. Built in shelves, sep. laundry. INVESTORS take a look, nothing like this on the market.  Note: SqFt est. per plans.  New front fence 11/28",Single Family,30.37542724609375,-97.6880874633789,2,False,1959,0,9191.0,3.333333333333333,14,2.0,4,0-250000
382,austin,"Motivated seller!!! BRAND NEW ROOF!!!  Excellent location on a large lot at the back of a cul-de-sac in The Parke w/ a short walk to the neighborhood pool, parks, & hiking trails. This beautiful & quiet community is surrounded by the Balcones Canyonlands Preserve & provides easy access onto RR620. Boasting a great kitchen open to the living room, 4 beds & a dedicated office. An excellent opportunity to make this one just the way you want it.",Single Family,30.42037010192871,-97.86131286621094,0,False,1989,1,13068.0,7.0,16,3.0,5,0-250000
9508,austin,"Gorgeous, impeccable, remodeled 1923 home on Travis Heights Boulevard with alley access and garage/workshop.  Almost everything in house was extensively remodeled ten years ago, including all new plumbing, electric, foundation, roof, complete redo of kitchen and bathrooms, etc. Current owner installed dual HVAC system, replaced windows, planted many thriving trees, and upgraded landscaping & painted interior and exterior. See complete list of remodel.",Single Family,30.24529457092285,-97.74175262451172,0,False,1923,0,6926.0,4.333333333333333,14,2.0,3,650000+
5951,austin,"Come enjoy this fabulous hill country sanctuary in amenity-rich Steiner Ranch! Nestled on a greenbelt lot with amazing canyon views, this immaculate two-story home is sure to impress. Be welcomed by a beautiful two-story entry with private office tucked behind French doors and an elegant formal dining room. This space flows into the family room with soaring ceilings and hardwood floors. The Chef's dream gourmet island kitchen has a bar, pantry, granite and breakfast nook- all overlooking the main living area and capturing the amazing views! Master retreat on main with double-vanity bath and custom walk-in closet. Upstairs you'll find the guest rooms, Jack and Jill bath, and a spacious game room with stunning views. One bedroom has a full bath to itself and would make a great in-law suite. Sit back and relax in your rear covered patio. 5-minute walk to elementary school with direct access from the Lakeview community. No need to go to main entrance on Quinlan Park.",Single Family,30.37809944152832,-97.8825454711914,0,False,2015,2,19166.4,8.333333333333334,17,4.0,4,650000+
13516,austin,"Beautifully landscaped home in The Village at Western Oaks! Welcoming entry way w/ high ceilings & large windows allowing ample natural light in. Living space is open to kitchen & offers a cozy fireplace & dining space that is perfect for entertaining! The kitchen has a breakfast area & granite counters! Master down w/ double vanity & separate garden tub! NEW ROOF, Finished garage and Sprinkler system included. Private back yard with new lawn space with covered patio & mature tree coverage!",Single Family,30.206945419311523,-97.87633514404295,2,False,2000,0,5990.0,9.0,18,3.0,4,350000-450000
6597,austin,"Fabulous modern floor to ceiling Renovation. Includes Kitchen with Quarts countertops and upgraded Stainless Samsung appliances. Full bathroom renovations, flooring, fixtures and more.  New 16 SEER HVAC, energy efficient Low-E windows, water heater, siding and Roof with skylight in 2019.  Enjoy the large patio and outdoor living are. Fantastic location on large, quiet tree shaded Cul-d-sac lot. Owner Agent",Single Family,30.20884132385254,-97.84319305419922,0,False,1984,1,8537.0,4.666666666666667,14,3.0,3,350000-450000
6719,austin,"South Austin gem...FULLY RENOVATED inside and out.  This 3/2 + Flex space home is 1697sf and features a NEW roof, AC condenser and Furnace...Tile and hand scraped wood floors (NO CARPET,) Quartz counters, Stainless appliances, Dual vanities with Walk in Shower, separate laundry room, LARGE flex space filled with windows and much, much more.  The location is close to Cowan Elementary, Mopac and Sunset Valley Shopping.  MAKE IT YOURS TODAY!",Single Family,30.182945251464844,-97.83328247070312,2,False,1984,0,8276.0,5.666666666666668,16,2.0,3,250000-350000
7379,austin,"Meticulously maintained 2 story home with brand new carpet, fresh paint, new hot water heater! Just bring your things and move-in! Kitchen features stainless steel appliances, cabinet hardware, refrigerator conveys. Large backyard features a beautiful extended custom stone patio with built-in low level lighting. Neighborhood has parks, hike and bike trails along Slaughter Creek. Close to shopping and dining at Southpark Meadows, and minutes to downtown, ABIA and COTA.",Single Family,30.15130043029785,-97.7869110107422,0,False,2007,0,6098.0,5.333333333333333,15,3.0,3,250000-350000
2393,austin,"Master planned community in SW Austin, Belterra, includes miles of wooded trails, 2 pools, basketball court, workout room, fishing pond, splash pad, and a Dripping Springs ISD elementary school in the community! Large, 5 bed/4.5 bath home on flat lot, 2 doors down from park & backs to greenbelt, walk to acclaimed Dripping Springs ISD Rooster Springs elementary school! Upgrades: plantation shutters throughout, stone accent wall, radiant barrier roofing, tankless water heater, wired for surround sound upstairs & down, wired for security, Nest thermostats, laundry chute in master bath, whole house surge protector, soundproofing in wall between family room & downstairs bedroom, ceiling fans in all bedrooms, finished garage with custom cabinets and large storage room, exterior door in garage, plumbed for water softener.",Single Family,30.19323539733887,-97.99020385742188,0,False,2006,1,9234.0,6.0,16,5.0,5,450000-650000
6897,austin,"Beautiful and contemporary, the luxurious Mesa plan is a two story, four bedroom, two full bath, two powder bath home that features a first floor master suite, gourmet kitchen with center island, large dining room with sun-kissed box-out window, quiet front study, breezy covered patio, huge family room, two-car garage, and an incredible upstairs media room perfect for fun family movie nights. Specially crafted as a bright and open floor plan, the home has 9' and 10' ceilings, 8' interior doors on the first floor, and abundant natural light through tall windows. The spacious and open kitchen features elegant touches such as upgraded 42"" cabinets, modern recessed and pendant lighting, upgraded Silestone countertops, a custom tiled backsplash, and stainless Whirlpool appliances including a microwave, dishwasher, oven, 30"" gas cooktop and vent hood. The serene master suite is a virtual sanctuary for the owners with a large comfy bedroom, panoramic bay window, room-sized walk-in closet, and a luxury master bath with dual vanities, garden tub, and a relaxing tiled shower with seat and glass enclosure. Additional designer elements include a Naples 8' mahogany entry door, Riverside smooth raised panel interior doors, an amazing oversized upstairs game room with handy wet bar, and gorgeous wood floors at the entry, kitchen, study, dining and family rooms.",Single Family,30.18438720703125,-97.81532287597656,2,False,2018,0,7719.0,3.333333333333333,14,4.0,4,350000-450000
3061,austin,Extensive remodel. Doss Elementary. 4 br/4 ba + bonus room/game room.  3 masters total; two on main level. Top quality finish-out. Soaring ceilings in great room with wall of windows overlooking the private backyard and pool. Marble & wood flooring throughout. Granite counters in gourmet kitchen w/ Bosch appliances and wet bar.  Serene courtyard off kitchen.  Huge lot with treetop views.  This is a house like no other!,Single Family,30.35216522216797,-97.76311492919922,0,False,1975,0,10585.0,7.0,16,4.0,4,650000+
10173,austin,Current home is 880 sq. ft./1 bedroom.   Lot could accommodate a larger house. Great opportunity to update or build in East Austin.  2.3 miles from downtown. 0.3 miles to UT Elementary.  House sits on the corner of Santa Rosa and Julian Teran (alley). No large trees on property. Location! Do not disturb occupant.,Single Family,30.257556915283203,-97.71638488769531,1,False,1935,1,3397.0,4.0,11,2.0,1,450000-650000
5474,austin,"6400 Sunstrip Dr, Austin, TX 78745 is a single family home that contains 2,242 sq ft and was built in 1977. It contains 4 bedrooms and 3 bathrooms. 
 
",Single Family,30.19860076904297,-97.78217315673828,0,True,1977,0,9757.0,4.0,14,3.0,4,250000-350000
1359,austin,"Welcome to 10616 Icarus Court in the highly sought after Canyon Creek subdivision! This home boasts a rare blend of modern updates, while holding true to its original neighborhood feel. Entertain guests in your wooded, vast courtyard with an abundance of tall, mature trees that provide a natural shade & privacy.Many upgrades in the gourmet kitchen and the spacious open concept floorplan with designer tile flooring & 3 living areas will leave you breathless! Zoned to top ranked Canyon Creek Elementary.",Single Family,30.43810844421387,-97.8172378540039,2,False,1998,0,8973.0,8.0,15,3.0,4,350000-450000
1221,austin,"2508 Ionian Cv, Austin, TX 78730 is a single family home that contains 3,821 sq ft and was built in 2019. It contains 4 bedrooms and 4 bathrooms. 
 
",Single Family,30.337257385253906,-97.83000946044922,0,False,2019,0,17424.0,7.0,16,4.0,4,650000+
5934,austin,"Smartly updated with timeless elements that makes this fabulous home look/feel years younger than it's actual age. Open concept ideal for families and entertaining. Windows galore offers abundance in natural light throughout. Master + Guest Bed/Bath down. Backyard transitions into green space and nature trails. Located in the heart of Majestic Oaks, Steiner Ranch! This is the coveted Travis plan, built by Newmark Homes!",Single Family,30.37191390991211,-97.90188598632812,2,False,2000,2,7700.0,8.666666666666666,17,3.0,4,450000-650000
4654,austin,"Beautifully maintained home with updates is a must see~Located on a large lot with mature trees & walking distance to community pool / playground~Bright, spacious floor plan is ideal for those who desire space to relax, work or play~Living space w/ high ceilings, fireplace & plantation shutters opens to a kitchen w/ granite, gas stove & oven~Study features custom shelving & cabinets~Downstairs master w/ updated bath~Media/game room~A covered patio, an expansive yard & sprinkler system completes this home.",Single Family,30.15726661682129,-97.85338592529295,2,False,2000,0,10149.0,7.333333333333332,17,3.0,4,350000-450000
10730,austin,"Beautiful home in Austin. Vista views of downtown Austin from the huge upper deck. This house is perfect for large gatherings. The covered downstairs deck is over 250 square feet! 
There is immediate access to Mable Davis hike and bike park through backyard. It is like having your own 500 acres in your back yard!
New everything including independent climate controls for upstairs and downstairs, and a tankless water heater. The new retaining wall gives the lot beautiful definition. The driveway is part of front yard landscaping creating its own wonderful ascetic. 
The back office could be used as an additional bedroom giving the house 5 bedrooms. Great for vacation rentals. You will love this home!",Single Family,30.22203826904297,-97.73712158203124,2,False,1967,0,8145.0,4.0,14,2.0,4,450000-650000
7444,austin,"This 1.5 acre lot right off of Slaughter is a rare gem...these listings rarely turn over! The location with this much land has endless opportunities. One-story home has been updated with new siding and paint, windows, appliances, interior paint and carpet. Possibilities are endless.",Single Family,30.17748069763184,-97.81082916259766,2,False,1962,0,65340.0,3.333333333333333,14,1.0,3,350000-450000
12605,austin,"One of the largest, 1-story floorplan in the entire neighborhood perfectly located on a quiet corner lot in a highly coveted pool-community. Multiple homes sold off market. Updated chic kitchen & wood floors. Home office/attached nursery plus 5 total bedrooms, and finished attached bonus space! Multiple yards perfect for entertaining and play. Walking distance to Bowie HS, greenbelt, Veloway & more!Restrictions: Yes  Sprinkler Sys:Yes",Single Family,30.182451248168945,-97.86177825927734,2,False,1993,1,14810.4,7.333333333333332,17,4.0,5,450000-650000
7592,austin,"Don't miss this opportunity!  This house checks all the boxes, Bedroom on main-floor, Game room up, Large kitchen open to living area with granite counters, SS appliances, huge sit up breakfast bar. Fully fenced backyard with no homes directly behind, located on a cul-de-sac. Highly rated schools Baranoff, Bailey, Bowie. Easy access to I35, Mopac, and soon to be finished Sh45. Whether you enjoy the almost 3100 sqft inside or the private covered patio for entertaining this home is a must see!",Single Family,30.14593505859375,-97.84973907470705,2,False,2009,0,6098.0,7.333333333333332,17,3.0,4,350000-450000
10754,austin,"Stunning remodel on large lot just minutes from Downtown! Complete remodel includes all new windows, siding, roof, cabinets with granite, stainless appliances, wood floors, doors and trim, vanities, and lighting. Gorgeous open concept kitchen with huge island, lots of cabinets and endless counter space! Screened-in porch leading to fully fenced, huge backyard! Master suite with marble shower and walk-in closet! Dedicated laundry room with new tankless water heater. Pre-Inspected with repairs made!",Single Family,30.21782684326172,-97.73731231689452,0,False,1970,0,12632.4,4.0,14,3.0,4,350000-450000
1655,austin,"606 Merion Dr, Austin, TX 78737 is a single family home that contains 3,294 sq ft and was built in 2014. It contains 5 bedrooms and 4 bathrooms. 
 
",Single Family,30.179521560668945,-97.98079681396484,3,False,2014,1,13503.6,6.0,16,4.0,5,450000-650000
3468,austin,"New laminate flooring 2008 and 2009, complete house remodel - including wiring, networking and HVAC redesign to bring house to the 21st century, new kitchen 2009, new bathrooms 2008 and 2009.

Neighborhood Description

Established neighborhood with mature trees. Friendly. Convenient to live in.",Single Family,30.36479377746582,-97.67962646484376,2,False,1971,0,13068.0,5.0,15,1.5,3,0-250000
13827,austin,"Meticulously updated turn of century Craftsman.Pool,detached guest suite w/ full bath and tandem 2 car garage added 2009.Original home said to be built 1915 in Hyde Park & moved to current location 1970. HUGE front porch,private fenced front yard with loquat,palm trees.French country kitchen w/ LaCornufe range, built-in Liebherr refrigerator,Carrera marble feat. in Country Living Magazine.Shiplap and Longleaf pine throughout.A/C garage space currently set up as home gym/pool house. Mark Word landscaping.",Single Family,30.23869323730469,-97.75862121582031,2,False,1915,2,8973.0,4.0,12,3.0,4,650000+
6732,austin,"7703 Keswick Drive, Austin, TX 78745",Single Family,30.197832107543945,-97.81790161132812,2,False,1981,0,9583.0,4.0,13,2.0,3,250000-350000
356,austin,"Stellar single story located on a quiet interior street in the highly sought after Grandview Hills neighborhood. Three bedrooms plus Office & an open floor plan w/ remodeled kitchen including high end granite, refinished cabinets, SS appliances and Island + Bar area. Master bath boasts a frameless master shower, intricate stonework & granite counters. The private backyard is a garden oasis, w/ tiered deck, mature landscaping & a gardening shed. Full sprinkler system & gutters. Impeccably maintained.",Single Family,30.42250633239746,-97.86056518554688,0,False,1992,0,7361.0,7.0,16,2.0,3,250000-350000
11569,austin,"5702 N Hampton Dr, Austin, TX 78723 is a single family home that contains 1,700 sq ft and was built in 1963. It contains 3 bedrooms and 3 bathrooms. 
 
",Single Family,30.3093204498291,-97.68641662597656,0,False,1963,1,8537.0,5.0,15,3.0,3,450000-650000
362,austin,"Beautiful custom home & a highly desirable floorplan w/master retreat, study & guest room on main level. Upstairs are 2 bedrooms, each w/en-suite baths, a built-in study nook and game room w/built-in entertainment center. A gourmet kitchen w/ high-end appliances and large center island & breakfast area opens to the fabulous family room w/high ceilings, built-in bookshelves & handsome fireplace. Plantation shutters adorns the energy efficient, double-paned windows and foam insulation, tankless water heaters, & a whole house water filtration system make this ""green-home"" complete. The charming & covered exterior patio makes a perfect retreat in the backyard for relaxation or entertaining w/an enchanting arbor for outdoor dining.The home sits on a very private & wooded lot backing to a serene & unbuildable wooded easement. Within walking distance to St. Gabriel's & St. Michael's Schools or a short drive to several other private or public schools, this Barton Creek home is a MUST SEE!!!",Single Family,30.293949127197266,-97.87610626220705,0,False,2011,0,11325.6,5.666666666666668,16,4.0,4,650000+
3424,austin,"A well-presented 3 bedroom 2 bath home in the quickly growing and sought after North Central Austin area. This is the perfect opportunity to own a home in a growing neighborhood for a great price. The property has an open floor plan and has well-taken care of. This home includes a two-car garage, upstairs office area, spacious backyard, and a 1,069 square foot floor plan. The home is locating in an area that is quickly being redeveloped.",Single Family,30.36373519897461,-97.67951965332031,0,False,1972,0,9757.0,5.0,15,2.0,3,0-250000
13608,austin,-,Single Family,30.19731330871582,-97.90223693847656,0,False,2007,0,9670.0,8.666666666666666,18,3.0,4,450000-650000
135,austin,"Amazing home on .23 ac culdesac lot backing to Greenbelt & walking dist to Brushy Crk trails &highly rated Rutledge Elem! Its rare that a lot like this is available esp w all the upgrades! Gorgeous laminate floors, Granite, SS builtin appliances, pendant lights, custom island wine/rack, 42in cabinets, tile backspsh w mosaic inlay, rock FP, custom vanity, wood railing, window treatments, sprinkler, jetted tub/sep shwr! Full length cov patio overlking greenbelt w panoramic views for miles! 5 bed+office+game",Single Family,30.49654769897461,-97.7974853515625,0,False,2008,0,10236.0,8.333333333333334,16,4.0,5,350000-450000
8651,austin,"Rare 1 story, 3 beds/2 bath home w open kitchen and living space - great for family & entertaining! Highly sought after Wells Branch neighborhood, conveniently located to main roads (IH35 & Loop 1) & high-end shopping -Wood laminate flooring throughout the house (no carpet), upgraded lights, & painted cabinets in kitchen - Beautifully updated bathrooms - long, extended back patio allows a nice space for family & friends to enjoy! The home exterior will be painted soon",Single Family,30.44559669494629,-97.67936706542969,0,False,1983,0,7100.0,5.333333333333333,14,2.0,3,250000-350000
13886,austin,"This is an unbelievable gem in the heart of South Austin.  You won't believe it when you walk through the gate into this backyard with a sloping green yard and a huge 400+ year old oak tree.  With 3 bedrooms, 3 baths, 2 living,  plus an extra living/office/bedroom, this home is perfect for anyone wanting to be within walking distance to SOCO and S. 1st attractions/restaurants.  Boudlin Creek runs at the bottom of the property giving a tranquil water sound while you sit outside your central Austin oasis.",Single Family,30.244857788085927,-97.75653076171876,0,False,2004,1,13503.6,4.666666666666667,14,3.0,4,650000+
4078,austin,"Top notch Remodeled 3 bedroom, 2 bath, 1 story home with New Roof, New HVAC, furnace, New Windows & Patio Sliding Doors, water heater, fencing, deck, landscaping, interior & exterior paint, all luxury vinyl flooring (No carpet), Tiled baths new vanities & cabinets, quartz countertops,stainless steel appliances. STR eligible & rents $2500+/mo.Excellent Location!! Minutes to Downtown Austin.",Single Family,30.230627059936523,-97.71109771728516,0,False,1985,2,5706.0,3.333333333333333,13,2.0,3,350000-450000
